ss_id,latitude_rounded,longitude_rounded,kwp,orientation,tilt
57,50.530955012311516,-4.0618934008455145,7.904694600380142,225,37.00847490126937
58,51.17589717451487,-4.798521265806627,4.617378222483179,225,23.9833053147566
59,50.271363733463225,0.28596078971533334,5.318880582735179,225,20.20440222797872
60,51.95198198457959,-0.6578331405257476,6.64754916896533,90,34.1265979341069
61,52.332063738136895,-0.07144162330543491,8.863094027677048,225,29.884991523396586
62,51.628094190643374,-3.5092508694376248,9.856751222793656,270,20.347574007139247
63,54.972425054911575,-4.045399670892611,7.914460724780664,135,35.57733813149591
64,52.140519960161534,-4.898187340324826,4.759901039506004,180,44.733792954639114
65,51.68560705812428,-2.545887088353821,4.792213020493632,270,37.41658763226113
66,53.25617649894949,-0.8705761920175688,7.638240714300023,270,37.199591600568354
67,50.84554534984858,-2.2542916843018737,3.148994311914721,225,43.509382587917756
68,54.81318188452424,-1.9376755458338968,1.994267018182552,90,21.088091027247067
69,50.44730386207863,1.3291108614562388,4.191599418766989,135,31.96649894764321
70,55.921321619603106,-2.5622117308368977,3.5851509248867357,90,44.389401451016504
71,54.63346861577995,-1.4020735758813245,3.6667730841039106,135,19.958823329105236
72,51.192294089205035,0.4855710891880012,3.1024697594491895,135,36.007558783335625
73,50.03313270274161,-2.224200523751109,1.378838706727257,90,32.574304379157056
74,54.892768570729004,-0.6453930984048855,1.1608654126007243,270,32.594372765661205
75,54.2411440630857,1.0365459612272163,9.889501507624283,135,35.93011882560225
76,54.37404300824592,1.6466443656034944,4.849958203622761,90,42.88850768627053
77,54.62762208011567,-3.9704856334967342,4.4589398244371345,135,38.47745819554014
78,50.44426791040454,1.4861133761304606,7.116825544237629,180,16.6840831024863
79,52.15079437126563,-1.5551859484432327,2.9642849907855773,270,40.581840596271334
80,50.695214357150775,-3.1922892819072914,9.549650655552028,225,21.766239897771978
81,55.17862055525356,-1.7860497063321708,8.07710512973997,135,26.30742494209116
82,53.73978876096535,1.860228026998339,1.8046990208103355,180,28.851984408371464
83,51.98538814911589,-1.551673342049913,4.758226982064356,225,29.42718002259209
84,50.381350101716144,-2.6987387279874424,8.912064768059482,225,28.055411977660704
85,51.86589393029397,-0.5661940197829196,9.502588200622693,135,43.120598826475934
86,51.95109993216048,-3.3189806685526486,5.2066136012488275,90,36.18057022992073
87,54.377637070028385,-4.4689567032393525,6.520702502896369,135,33.93511937870119
88,53.82534482813128,-4.097841946625455,2.503305514828677,180,16.495260833488246
89,55.32327645545796,-4.103679127295593,9.92051763523279,225,42.11739990781124
90,52.8332895509717,-3.9366811454139397,3.0850453124509905,135,42.28170576025188
91,50.71756547562981,-4.028209791454129,9.48458596721613,90,38.40639190290307
92,54.27946872333797,-0.513876786377498,6.846819840931316,135,15.210876114408574
93,54.56471029170139,-3.7268394092059864,6.469631153909732,270,16.7184075323287
94,53.36766318541698,-2.5803290167329576,5.614196599148578,90,21.756711068054692
95,54.62580307972736,1.2775188693420825,3.076028305459828,180,18.9404822443472
96,52.962773578186344,-1.6822685181598933,2.5887522880495744,225,26.96508089111188
97,53.13639697629196,-0.32709583035280954,2.9843758816315784,135,42.67869174263369
98,52.5652461101513,-3.793760901588591,2.6779443592982908,90,29.16181302590995
99,50.15251476046457,-3.6539768683393046,8.01626026210078,270,15.402078792964968
100,50.647348561959824,-4.713919686134648,4.151127332500571,90,23.48237068736286
101,50.188575114120404,-3.8174545584948483,1.5205840890705673,270,16.337847251188848
102,53.818462467582684,-3.0498676267762894,9.721923671267302,180,16.088628678405065
103,51.88613588645796,-3.7609266100627723,8.954072964670832,225,23.271595592866568
104,53.05142414698822,-4.379082263700611,9.349770548756917,180,23.268370160368363
105,55.44539884355656,-4.155548902295794,9.954170403817917,135,38.61379807804812
106,51.49575337489325,-1.7745486237709196,2.5650572429753855,90,44.24503958343335
107,52.462297538213775,-3.5556639711594524,4.566178170123929,270,26.13621281669995
108,54.533306831258294,-2.450110972663472,7.824146281336822,270,27.86660636583116
109,51.37278899294974,-1.476079104016002,7.26418556248413,90,40.34368308858065
110,50.46187945897276,-0.16723619959444314,2.3850631570586955,90,23.0441706028654
111,51.73850871748261,-4.724815021112308,8.34249812491556,135,19.691454132103438
112,50.96732772352403,0.5958727923632985,3.019965146529946,180,40.59268870210951
113,55.57818591405544,-0.6046972735636453,3.0143585334036076,270,16.395017593201963
114,54.8487222773865,-4.427686776357897,5.832769806040722,135,33.59098320598247
115,53.80042253906254,1.1150503687474407,6.336459413575328,180,31.859785424004205
116,55.228763541126305,1.4461068037226923,6.220775870540301,135,25.37761342505083
117,54.822032461394684,-4.572454281015954,1.8233815365797938,270,24.45568563292077
118,51.119420353316215,-3.061856462969574,8.897147763673424,90,38.15573178544864
119,55.35535399093987,0.6434089585514293,3.3904003832983545,90,17.592738322876393
120,53.2360534514939,0.2378178326856082,2.1656342915452376,180,22.10352927934156
121,54.844640930984376,-3.7083528645053585,8.998732718820794,225,36.973461955142696
122,55.37654779954096,-3.534554736643028,9.60086348406778,180,31.449617511792727
123,51.90802084983118,-2.406695280460326,8.759148555389055,225,18.83964625600759
124,50.66031154716606,-1.6083391036628507,8.285644672523903,135,41.4640684284618
125,51.36761097525165,-0.6722165992879283,6.8971778257511955,135,26.803435396907744
126,52.56264673175754,-2.417604523011593,5.957716335482254,270,39.83605125966518
127,54.908088595534956,-1.762256987067965,1.7828808392026914,225,38.63139046583126
128,55.16438349953806,0.23229656693629597,4.676078917636288,270,33.732763394151846
129,50.041712783187144,-4.7432175797658145,4.354196653110826,90,29.83443393885279
130,53.064483815465394,-3.2329413895918546,3.337784053842936,225,44.38652521145271
131,52.50446601889267,-0.006552898808132923,7.510781023197264,180,19.34895217139451
132,51.33264686282438,1.266447863810395,5.4628816157089375,90,36.75467182653344
133,50.7191922040021,-1.418257905190337,1.7294159431688314,90,20.73572104394367
134,52.02569102842177,-1.2752056031427905,2.981648817548302,180,25.14789315997045
135,55.65745822347512,-4.249795920621567,7.149328872936364,90,24.260962301195857
136,51.93921759212453,-1.8681134322358175,1.6851777354127018,225,43.41107963216169
137,53.112743730460195,-1.2716791348148377,8.660862226438919,270,44.02068533364826
138,54.21811375337107,-3.302706474556892,5.4563187431257685,90,20.490463327041816
139,52.18177761427577,-3.115297383354333,5.325279195939832,225,15.661054808925126
140,55.83069249632577,-2.3590108582676415,6.331670061935658,135,36.600241189893396
141,55.77468376965267,-4.859501615555915,8.422128693326343,225,27.539698016114528
142,51.51069377495219,-2.745445840917752,4.1302828711197375,270,17.665207352626933
143,52.98349103535431,-3.5198639510241874,7.102145373031572,225,35.512623167311276
144,51.805269858900616,-2.7075185347545974,6.09158767596212,180,31.35316584782099
145,51.7090429662648,-4.1616650772652415,3.403254431524792,270,44.41550466003318
146,50.2213216841272,1.2336909651792647,8.907669877196422,135,21.82228487584137
147,53.65738600387938,-0.8448528251216594,8.176834194462353,180,27.119336289796447
148,53.01607413937317,-0.24628376598857304,6.926066511925829,225,31.276374101862686
149,50.308872507499935,0.5241986702513683,8.655235561848176,270,38.750999653600545
150,51.67187878541967,-1.5109046074965988,8.805647808638222,135,31.465159701601763
151,55.449595315799925,-4.391557983388034,7.3752667904353135,180,33.387004825858476
152,51.43737134400183,-1.2402542072701657,8.533119955273047,135,21.784411547698223
153,50.86936923254734,-0.892112173853846,7.277243155023553,225,40.40756184265679
154,52.93671656166538,0.21807631929030968,7.121266945842704,135,27.858916409114272
155,55.9139027246636,-1.9783831763922444,6.5675024039366585,90,19.228788825653076
156,51.452331629069,-4.106937880431054,7.774449756018771,180,34.92563743516252
157,54.03281328443527,-3.0135686594089286,2.427445947637663,135,21.482713595559225
158,54.56971769197231,-2.458423925209554,8.927836832790355,225,17.926875307178992
159,51.4258252639544,-0.478579310678791,8.846591749707088,225,40.85960725212817
160,54.369298091671155,-1.004551867317617,1.2632255473110323,135,28.80486793465319
161,52.20669879631552,-2.5073229187150763,8.432350755082865,225,37.47851138087329
162,53.793834983561474,1.9056067415508577,2.1598288072610066,270,23.71762679419065
163,53.801178264565365,-0.7595762645017903,4.016069688332277,270,38.60910404752999
164,53.21464810444855,-3.339412457848039,7.69157430662447,270,18.35807781064591
165,50.54173862032645,-4.287522691657173,2.4468390644347737,90,25.67920121384558
166,55.01181497353543,-3.9299860257096757,8.36170321707156,135,44.341854539205855
167,51.924680389830414,-3.278295901308443,8.489207601619677,90,38.81969149104018
168,51.11911106239913,-3.87523038718311,5.567209603847526,225,29.917677909440645
169,50.244650849328586,-3.69403083164086,1.0574728454515023,90,25.193324146856554
170,53.54535765912945,-3.00433381914307,3.583343198574215,225,41.1640710006743
171,54.065386171053696,-3.786384832936716,6.55234226538168,225,31.34543277253547
172,50.09952697356714,1.2773579723849764,9.830675602246812,180,37.752750536073336
173,53.072558349795685,-4.438363780368505,6.686321743150016,270,37.62323040948492
174,51.35897465118763,-1.3284202730082173,3.338232229577438,225,15.538370357054754
175,53.871036742456695,-2.1272222110723695,6.706051327896502,180,18.787613483778404
176,51.04619857402995,1.8766503183602445,5.8598684174427,270,34.78888099184226
177,54.1456264286148,-4.215727684823634,8.018608556360292,225,19.84859433857614
178,52.320412077803226,-2.2150108066798087,1.9628257494426258,225,22.66480033966814
179,55.620379932420406,1.7862930329275821,7.849251122518252,90,43.399138625988215
180,50.82512566487596,1.0585498812578615,5.871399208084992,90,31.805467751247356
181,52.04639810630155,0.7195044966449595,9.666928034730951,270,37.52188520998041
182,50.680841127443536,-3.194680210685421,4.076849494348175,225,31.739422163479198
183,55.548161709671376,-3.8037868882695394,6.693597038205533,135,31.575408443481756
184,55.26403612028589,-0.3194974605289831,9.388252949590157,90,17.824557303770938
185,51.54764976629093,1.5056319238931009,1.9225875519161133,270,25.30989577827309
186,53.95990427620507,-1.1026597489024916,9.43505638512806,225,23.472926960595352
187,54.903333201207296,-0.9987111737107011,7.19097150070732,225,26.721850968408397
188,53.331204869596775,-3.0401463443780106,1.610533531946547,135,38.95032564672985
189,53.17790347013604,0.38645053234355853,3.708672102521346,270,26.157980037505943
190,51.45111374540271,-3.6906937600973366,7.373548797807534,225,28.55090457695048
191,50.55861660683539,-2.734245345170294,1.6061554132189453,90,26.921441714559496
192,55.38329454771996,-2.0219449296850827,6.23953414158646,135,17.802239159258868
193,55.402508342979985,-1.4467273492088149,4.112947512576611,270,28.232164747523512
194,53.798608743639605,-3.303131873094438,6.588239659907294,135,20.86827819133545
195,52.034178746292206,-4.196142226825575,1.4116783043126158,90,20.601698873191246
196,52.09525744767596,-0.7256597029085716,8.843831255371386,270,17.82108313302799
197,54.355734073221434,-2.9795861273182096,9.761400722596573,135,25.70012922425294
198,55.38266155971546,-0.9313324500417144,9.719900697571223,180,37.72445654368252
199,55.322518545590704,-3.919460993080584,7.746866485686322,90,23.293250717501884
200,54.67925327514574,-1.6320192870162775,2.170776161175688,90,24.37047305656541
201,53.85218987692573,-1.271873972138899,7.824368763361203,90,34.28023973017271
202,50.50483978997029,-4.637235242243012,1.2212822481292136,180,20.875224377607566
203,50.96977228456768,-2.643770052642556,1.1991119637609753,180,41.90873791270603
204,55.391325131162475,-4.05909726142718,3.912491972345871,225,30.605715697546636
205,53.63857435795754,-4.556375206690626,5.397788713641992,135,28.428088209606507
206,50.05518230969978,1.9297216267296164,7.933666760270139,225,31.734605757876043
207,50.60882925719619,-2.743523085176939,7.149658389458547,135,19.981029402485863
208,53.98101061464833,0.6691211209824441,5.013124357390735,180,33.40419415917529
209,50.03036950307731,-3.217515416653653,3.462639996534993,180,25.893022099020314
210,50.96484830850499,-0.22948094443249545,9.9741205014194,225,41.91559022893857
211,53.29240273619952,0.3215950192278054,4.835631720123756,270,20.065626200330584
212,54.15137118615616,-0.8305288157450903,5.062483218967079,225,30.21153311596323
213,53.9117675570156,-1.6989666801488914,2.4726143907250226,135,32.943378881070544
214,51.34561585676336,-2.1171136009691205,8.153285938749365,225,16.001508053591436
215,54.27307532808521,-2.557922134199033,7.243140032033398,90,25.910793742684206
216,51.4234945249808,1.506704009734781,2.9869265150988435,135,36.97905704102499
217,51.952398188955605,0.8143358545141037,1.7414294105425843,135,39.611325223469194
218,54.478948430708144,1.7551883746655879,7.124493718672418,270,24.39485984451847
219,53.89779739428329,-4.129919435601187,6.890600928530217,180,38.95779817148254
220,55.09534046296507,0.11607232642550969,3.459335742983884,135,44.03267631310166
221,53.94567735380206,1.5683831977472646,9.557772060253694,180,40.706218082252825
222,53.40985162001283,-3.731368536840379,2.3595210260281023,225,18.529319644779754
223,50.56204860696855,-4.5345261284325575,4.891013209383417,90,37.191909962566214
224,52.206294818356604,0.1878445450304138,9.49254328150839,270,24.59000497321634
225,51.591214206090356,-0.9786882077406167,4.7775458523351,180,44.6524796823623
226,51.4639378602745,0.8928014373079041,6.74673352897677,135,29.560769494796613
227,55.83806332851467,-4.021593363615974,4.578349581665148,180,18.67301695076823
228,52.358586348000564,0.5668711830192317,3.4679368211380304,135,36.755566440821724
229,55.35227933106268,-3.5886087596657883,9.855798831638454,180,24.690335951586416
230,53.78683175598358,-3.8544083999400685,4.684006056835387,135,44.91234471244985
231,54.76886782124989,-3.850139414483049,9.04689283311221,225,44.39347373563565
232,53.01582255863115,0.7020230416196744,3.0695914530197754,135,34.684020540617425
233,53.46142330775815,-0.34361945512659897,2.9179423362257495,135,18.894793468551526
234,52.95510616291318,-1.3385420266161647,1.2802067459606024,90,35.60582993025087
235,51.171457926788264,-2.4881866111354825,6.865001428382966,135,17.790914593800817
236,54.33471269156903,1.140403785691758,4.316737093513851,90,15.880924773071769
237,51.68463417464513,-2.2528842480415525,8.779224248556734,270,39.68875338664458
238,50.145895798588725,0.7161960763010393,5.258889160224014,90,21.292588430510442
239,53.872833775443006,-1.926055640008471,9.713740851232496,225,26.370813786572924
240,51.062664076442296,-2.361388994025647,2.6697296413280904,90,44.2037216992852
241,55.642751506117484,-1.7612415003127548,8.817608511600497,270,25.1052150558331
242,55.72357146201553,-2.8903548808510053,7.989371675125676,225,23.89469343849946
243,55.48918634132269,0.2332656612337578,7.938296601796468,180,42.546239988683254
244,52.22095220153267,-1.480957269352646,8.60304905305199,180,18.322453359568744
245,50.09273969917321,-3.3745111339722786,7.84921591848699,90,37.78747230343895
246,55.56991137552635,1.2970220129219792,6.635982894682739,90,44.64196699958322
247,52.56910488990388,-2.3127614503875202,2.1812038991414884,270,42.03888032323947
248,55.79992891426202,-1.1951299722020798,1.2927356154212672,270,34.55003756119278
249,55.78171986253552,1.3453047767518287,9.287630630341182,135,24.42182384978196
250,55.11805673280416,-0.6303340286020553,6.549852830686643,270,22.629659435349502
251,51.76669335241751,-4.181713715041451,8.168835618785586,135,39.57765314614383
252,52.31058637161155,1.578824865294326,5.33370116361295,225,41.394657418550864
253,55.106820029101144,-0.6060436285000748,2.0557737006615504,90,30.763047376370785
254,51.901532030937666,-2.655660697400397,2.126672129822954,225,22.330198223593985
255,51.016956480116555,-4.025095491356289,7.170087585060743,270,18.388296252335206
256,53.3408075747501,0.5581763248920719,4.872753054095164,225,17.615384034954936
257,55.61692864496469,-0.6594907085004049,2.8047225403030307,225,36.57232342061567
258,54.17617878004984,-1.2657723561657495,5.424350920672932,225,27.603561835431748
259,53.42036702053619,1.2572480813567033,1.577880433676207,270,42.16079622833611
260,50.58305896262461,0.5201804785717155,6.237742617229589,225,37.190139021802906
261,53.69004336019502,-3.938275841870742,3.4209406399158793,135,20.737812537437602
262,55.94032310062558,-2.8179455254311625,8.178031905734693,270,33.413322564470974
263,50.84050409141914,-3.26057602129874,3.793257630312164,225,28.06516363194478
264,53.10997791418242,0.20762404800873924,5.09698134173621,270,32.31749192305839
265,55.26423843156773,-4.765272956849544,1.1045848591729057,180,37.142073700155514
266,54.44461170652523,-1.0107722059007842,1.65202199015103,135,39.18587643011372
267,54.18209444597161,0.33721080018483374,4.532442007660164,225,40.31211979220173
268,54.214904503922654,1.1373594573322459,5.319449512454112,180,22.61924623716074
269,52.15694690731853,-2.6054277589886476,6.400184933073733,180,15.933467997520731
270,51.76155106558696,0.7488011327040898,3.624963208383729,270,37.178842054943196
271,54.85616693287108,-4.22557784131355,7.254836975138883,180,18.190311787673238
272,54.86068036807509,0.925166042141627,8.741101574702842,135,24.44758765838903
273,55.202433911480625,-4.107579363676123,8.018658900040148,135,15.114514023730415
274,55.47944331533883,-2.218988966077429,1.3565694281352143,90,35.4500844720486
275,53.068054393165625,0.5810675604568756,5.32456252532046,135,20.01396034413664
276,53.0090977681232,-3.9505780085585833,1.9443716057635738,180,34.65847229074974
277,54.78977107380065,-3.3952402333715095,3.178405142762747,135,44.752278515035165
278,53.899783584666594,0.05576797875146422,9.879963339404318,270,17.180126148300488
279,54.21180126354622,0.04025575582252028,2.282459886113619,90,17.31234035854382
280,54.77475601661661,-0.5119665698029188,5.489993381062204,180,25.21140278000025
281,55.3400320509054,-0.14236088873030006,6.563401608863072,90,40.99159542754026
282,52.02797094110922,-1.2009288965668268,7.322184734896935,180,21.465896063739955
283,52.253497715839664,-3.2374065876513307,6.036838151382227,270,25.811334597910427
284,50.56389163904522,-2.5801280454725637,1.087937626772653,90,17.055162198809388
285,53.469680845977045,-3.7288159823900204,3.938151774195927,225,37.894658737766676
286,50.21565364278045,1.359153929335398,5.6594047904624025,180,27.249190282783534
287,52.79358810879476,-0.9162574366371565,1.7907984923035003,225,37.777461991825284
288,53.25586780824546,-2.1940400826545208,4.155642380882627,90,42.10823533040386
289,51.719247512769705,-1.765959374491071,1.298827979122299,225,21.982894413038665
290,53.544999563414066,1.630983377282707,1.7072064743951867,225,39.221880910198536
291,50.183001499634294,-3.9265401781874387,4.5723094858143645,90,16.772816702347598
292,50.22408913249529,-0.8963911758824192,2.194441786387543,270,41.96542164540742
293,54.93560336395795,-1.4587792478087382,6.107867634354023,225,34.52305642676242
294,52.161143848467574,-0.7198203519574653,7.2051847222353915,225,41.22680172415055
295,50.76236307591131,-4.873228713254116,8.205280291981746,270,15.005651986697456
296,53.133459560328824,1.1048673626090606,2.8013521982032907,225,20.072432110679777
297,54.61996131859166,1.5248279773852866,2.507343240331628,225,26.69278162279476
298,51.29492616498106,-1.0440677148755375,1.9411105630096022,225,26.38508710124156
299,53.737342854914004,-0.12344423286175399,6.72787224589273,135,21.80191148770532
300,50.51208478996261,1.4574956682410694,7.35828153838211,270,26.448358196016002
301,50.31009032701164,-0.049329559806209566,1.2842753034307783,225,18.865461360007643
302,53.18812778940889,-3.9322266996001707,9.42591021619321,270,27.38283387798078
303,53.24381072966064,-0.9659814788323082,1.4677415528632518,180,39.07062987477792
304,53.82457940898924,-0.752994675320009,5.871667017709634,180,29.372101893100535
305,54.35654800233597,-2.031085300883298,7.381544675058247,225,15.54000266835645
306,55.855112476775204,0.1551096493730597,8.83872211371477,270,27.643321247377422
307,53.097802089807175,1.5405691033831044,7.4267823891918505,270,15.815250482725325
308,51.93773883764747,1.4789795903474339,8.215552747628127,270,43.98730232120394
309,54.77111716861222,-1.8441244001710753,4.0550517328852544,135,18.82361878268607
310,51.62499350757245,-4.207333679114713,8.33342602371861,180,36.23064978991856
311,52.63382852423382,1.8938883927363417,1.7210336174620764,270,44.18328968676258
312,50.470738288053596,0.8722866051215385,9.05334990454475,270,39.781171549997154
313,50.152104460492744,-4.127361231577132,5.928331385383626,135,35.97946125378611
314,55.77589048806755,1.4458931783216062,8.355679929662443,135,40.18382728502301
315,55.01588072307324,1.0892745344348977,5.070864560664702,270,44.45396079781883
316,54.17584523656219,-1.368133600117495,6.792199256768725,90,33.640334917605884
317,52.453717666485616,-0.8610719497854955,5.737623948425019,270,31.775544204879793
318,51.039765920425076,-2.2069810729090884,7.584305695797987,270,33.84714331389844
319,50.93862225602652,-4.61666852824578,1.7346698382753063,135,30.98027660284665
320,51.501457388987575,-2.6536193084786937,1.5431687559150742,135,34.05267317729157
321,53.295359988236726,0.6199741401860805,3.223929106091318,270,28.49526623917678
322,54.28757553620037,-4.96757583896778,2.435902121018695,270,21.553295486499213
323,53.96118426030639,-2.6655057981619907,8.846052099329814,270,18.607416795350268
324,51.679603381675655,-2.212819144863397,2.9729258862223986,135,17.05022806596781
325,55.72919168397917,-1.2382307794345397,9.782787302372181,270,22.899473512596003
326,54.42738150017461,1.438989314889323,4.032062125939961,270,16.383706930072016
327,53.326124315068405,-2.5755780394382715,2.6390612411982937,225,32.01512339758157
328,53.67032447740611,-2.5713275867264063,8.107286564282312,90,23.51485341070561
329,52.51760037456674,0.1625087367682383,6.928369979507885,180,39.736044242610966
330,51.48638593700694,-1.8344744137713498,5.483761448078251,90,17.227226189651592
331,52.13583607190757,-3.4277662394201265,5.998271958438681,225,21.790544830244578
332,54.54707666278622,-1.8329233870711463,7.472816004450374,180,36.907384412704374
333,50.086360931778536,-4.014000857341401,3.0560926719816885,270,32.96424889150474
334,50.6964358430415,-3.765291094456437,9.967005244510677,225,16.934738137475026
335,50.27601585213051,-1.5114255908236416,9.773138459321048,270,41.31718371486601
336,50.24437281391382,-2.0675218534681647,6.852931177122432,135,41.31785288478538
337,55.13276350406604,1.4039213074767005,2.7958820583623063,225,24.912240116273217
338,54.221947156280144,-2.463242706183568,7.122054181881622,135,25.21217530048694
339,52.84504297452395,-0.9358815480536959,1.6497856808125826,225,44.67085075050522
340,50.58700496390601,-0.5741499845632871,1.2758725198522547,225,33.78528514779414
341,52.949695250701,-4.908338803881665,3.3191459966009234,135,30.93949561704177
342,52.84083062468339,-0.35523839588302586,5.163606610653847,180,40.14456550655773
343,51.03921121946009,-3.75374823191174,8.814452548675424,90,23.55871015071949
344,52.603109895427835,1.7274922222861857,7.544521627896772,270,27.875477801890707
345,52.39102840638424,-3.959360905728209,7.684358690799829,225,23.033300264650023
346,53.695100588313295,-2.097631133910834,4.829440010032679,270,38.67482539766194
347,53.810561905205866,-4.402552323449493,4.113414932922666,135,32.200480369056535
348,50.27182405863227,1.9781197629216312,4.339348866861425,270,34.76475210420212
349,52.24767568775883,-1.4846349276813018,9.88884607362452,135,22.569217495182198
350,53.755159494285415,-0.8323048787596932,1.3609827227123423,270,21.606759041319453
351,53.018817551480524,-4.530464658281008,8.803283465102037,90,29.65123886948816
352,55.13893904712993,0.24972329279424432,6.208078677151541,90,37.1269724727848
353,53.95216178971367,-3.5306608483309,4.947538772706315,90,30.757192725604803
354,50.977606562488575,1.2863800260849967,7.527318943736229,90,15.979370326370057
355,50.423412484402576,-3.5640225166259496,5.380020472822325,90,41.05654518960866
356,53.85451566923789,-3.665185955354334,8.860809142734945,90,16.940606805453946
357,50.15906786324973,-4.744152325063336,9.106316776101327,135,43.67473451162257
358,53.51465348764078,-1.695531384230005,4.795488341861098,225,15.754258748318183
359,55.641381448549744,-1.046112067161685,3.4914501751154643,270,35.83351368392127
360,53.452845067255275,-4.540039524001534,6.33115295734026,90,17.46621191135345
361,52.32901955723913,0.4286933168650737,9.211270110550219,135,42.32029738305418
362,53.85972931065412,-1.8269781567638068,2.895959701050999,135,28.932997086766285
363,52.7495173429491,-1.3292681147069398,6.606699252071345,135,19.12571324451046
364,53.27370073589561,-1.9146607714324029,6.684041980832685,225,25.224470993695398
365,55.64878885265915,-2.1946585738727182,7.5980172017375285,270,19.94474026040286
366,52.31661582680464,-1.082517680842475,2.1841091661453382,225,20.1174573467127
367,55.76714338294349,-3.9133182784850122,7.442424682138797,180,43.443249605143265
368,55.432103851736386,-3.726503086533102,9.181292685990769,135,28.357383368543644
369,51.174746808735776,1.032499347094621,2.6171479798321777,180,38.664067917160786
370,50.41616780525099,1.6228082349354294,3.1378899243148988,90,34.188166835330456
