pv_id,timestamp
6872,2021-05-08 03:30:00
6872,2021-08-23 11:30:00
6872,2021-01-27 05:45:00
6872,2021-01-20 03:15:00
6872,2021-10-28 20:00:00
6872,2021-12-08 00:30:00
6872,2021-03-31 00:15:00
6872,2021-03-05 06:15:00
6872,2021-03-31 19:00:00
6872,2021-06-13 16:30:00
6872,2021-08-12 15:00:00
6872,2021-05-13 14:45:00
6872,2021-11-21 10:45:00
6872,2021-01-29 16:45:00
6872,2021-11-10 04:45:00
6872,2021-11-08 22:15:00
6872,2021-10-20 21:15:00
6872,2021-08-01 17:30:00
6872,2021-07-03 22:30:00
6872,2021-08-15 05:45:00
6872,2021-05-18 10:15:00
6872,2021-04-29 04:30:00
6872,2021-08-05 22:45:00
6872,2021-03-24 07:00:00
6872,2021-01-04 21:30:00
6872,2021-06-05 11:15:00
6872,2021-02-04 23:15:00
6872,2021-11-16 06:30:00
6872,2021-03-27 12:45:00
6872,2021-04-27 16:45:00
6872,2021-07-02 03:30:00
6872,2021-10-11 20:45:00
6872,2021-02-26 00:30:00
7386,2021-01-14 08:30:00
7386,2021-01-22 19:45:00
7386,2021-10-06 18:00:00
7386,2021-09-24 21:30:00
7386,2021-01-30 01:00:00
7386,2021-04-01 04:15:00
7386,2021-03-29 20:00:00
7386,2021-08-13 14:30:00
7386,2021-05-16 06:45:00
7386,2021-03-01 04:15:00
7386,2021-03-30 10:15:00
7386,2021-03-24 01:45:00
7386,2021-10-18 23:00:00
7386,2021-09-18 17:45:00
7386,2021-01-28 23:15:00
7386,2021-09-20 12:45:00
7386,2021-02-27 17:45:00
7386,2021-10-09 23:15:00
7386,2021-07-28 03:00:00
7386,2021-06-27 01:45:00
7386,2021-12-09 22:00:00
7386,2021-06-07 16:00:00
7386,2021-02-01 20:15:00
7386,2021-03-15 21:30:00
7386,2021-02-08 21:45:00
7386,2021-12-03 07:45:00
7386,2021-10-04 17:15:00
7386,2021-11-04 02:15:00
7386,2021-03-17 10:30:00
7386,2021-07-19 03:15:00
7386,2021-04-19 11:45:00
7386,2021-10-26 10:00:00
7386,2021-03-04 13:30:00
7386,2021-07-06 00:00:00
7386,2021-09-21 10:15:00
7386,2021-09-30 23:15:00
7386,2021-07-10 08:30:00
7386,2021-04-24 18:15:00
7386,2021-01-21 00:30:00
7386,2021-06-14 21:00:00
7386,2021-07-06 13:45:00
7386,2021-06-06 19:45:00
7386,2021-05-05 15:30:00
7386,2021-05-30 19:00:00
7386,2021-07-08 10:15:00
7386,2021-12-12 13:30:00
7386,2021-02-22 22:00:00
7386,2021-06-17 20:15:00
7386,2021-08-15 05:00:00
7386,2021-08-29 06:30:00
13607,2021-12-31 17:30:00
13607,2021-09-13 13:15:00
13607,2021-09-18 10:30:00
13607,2021-04-22 08:45:00
13607,2021-09-12 12:30:00
13607,2021-03-19 23:15:00
13607,2021-04-16 20:00:00
13607,2021-02-27 07:00:00
13607,2021-02-08 02:00:00
13607,2021-03-09 22:45:00
13607,2021-12-16 18:30:00
13607,2021-05-18 03:00:00
13607,2021-09-17 00:30:00
13607,2021-01-25 01:15:00
13607,2021-05-02 09:45:00
13607,2021-07-31 01:00:00
13607,2021-04-18 07:15:00
13607,2021-09-08 13:30:00
13607,2021-02-01 12:00:00
13607,2021-02-14 01:30:00
13607,2021-08-01 22:15:00
13607,2021-08-14 02:00:00
13607,2021-11-23 06:00:00
13607,2021-10-31 19:15:00
13607,2021-10-11 21:15:00
13607,2021-03-18 04:15:00
13607,2021-11-11 17:45:00
13607,2021-10-20 23:15:00
13607,2021-08-11 09:30:00
13607,2021-12-02 23:15:00
13607,2021-06-29 12:15:00
13607,2021-08-19 03:00:00
13607,2021-09-01 02:45:00
13607,2021-07-11 13:00:00
13607,2021-11-05 21:30:00
13607,2021-01-25 05:45:00
13607,2021-01-27 19:30:00
13607,2021-07-04 10:30:00
13607,2021-07-03 16:00:00
13607,2021-12-17 10:15:00
13607,2021-02-17 05:30:00
13607,2021-11-17 06:30:00
13607,2021-08-05 19:00:00
13607,2021-03-22 22:00:00
13607,2021-10-03 12:30:00
13607,2021-08-16 03:15:00
13607,2021-06-19 18:00:00
13607,2021-08-04 07:15:00
13607,2021-04-05 05:45:00
13607,2021-12-15 21:15:00
6330,2021-03-26 06:00:00
6330,2021-04-30 07:00:00
6330,2021-02-01 20:15:00
6330,2021-09-18 18:45:00
6330,2021-02-14 16:15:00
6330,2021-12-08 00:45:00
6330,2021-04-01 12:15:00
6330,2021-11-20 13:30:00
6330,2021-01-18 18:45:00
6330,2021-09-21 05:15:00
6330,2021-09-18 13:15:00
6330,2021-09-11 10:45:00
6330,2021-05-26 02:45:00
6330,2021-08-09 03:00:00
6330,2021-02-22 09:45:00
6330,2021-02-03 14:45:00
6330,2021-10-02 14:00:00
6330,2021-02-02 04:00:00
6330,2021-06-19 21:45:00
6330,2021-05-01 00:30:00
6330,2021-01-29 14:00:00
6330,2021-03-20 22:45:00
6330,2021-01-22 09:00:00
6330,2021-04-06 20:30:00
6330,2021-09-14 13:00:00
6330,2021-11-02 04:00:00
6330,2021-01-25 18:45:00
6330,2021-04-29 00:30:00
6330,2021-06-22 05:45:00
6330,2021-04-13 15:45:00
6330,2021-01-09 10:15:00
6330,2021-09-27 09:30:00
6330,2021-06-23 02:30:00
6330,2021-07-03 07:00:00
6330,2021-06-19 10:15:00
6330,2021-03-05 23:15:00
6330,2021-11-27 10:15:00
6330,2021-05-25 00:45:00
6330,2021-12-13 11:30:00
6330,2021-11-21 03:00:00
6330,2021-09-09 11:45:00
6330,2021-02-15 21:30:00
6330,2021-05-31 16:30:00
6330,2021-04-21 03:45:00
6330,2021-02-25 19:30:00
6330,2021-09-21 01:15:00
6330,2021-11-07 01:45:00
6330,2021-09-28 21:00:00
6330,2021-11-20 14:15:00
6330,2021-08-19 15:30:00
26841,2021-04-17 15:30:00
26841,2021-09-03 06:45:00
26841,2021-04-15 12:30:00
26841,2021-01-25 22:00:00
26841,2021-03-03 16:45:00
26841,2021-07-03 19:15:00
26841,2021-07-08 11:00:00
26841,2021-08-28 00:00:00
26841,2021-05-14 09:30:00
26841,2021-08-13 02:00:00
26841,2021-11-15 21:00:00
26841,2021-02-11 04:30:00
26841,2021-01-26 19:45:00
26841,2021-05-07 07:45:00
26841,2021-08-29 18:45:00
26841,2021-06-18 12:30:00
26841,2021-08-16 17:45:00
26841,2021-12-28 11:45:00
26841,2021-11-10 09:00:00
26841,2021-07-27 16:00:00
26841,2021-07-03 17:15:00
26841,2021-10-08 05:45:00
26841,2021-05-18 06:30:00
26841,2021-07-25 02:30:00
26841,2021-05-11 17:30:00
26841,2021-09-07 06:00:00
26841,2021-10-01 05:15:00
26841,2021-01-18 17:45:00
26841,2021-11-13 02:30:00
26841,2021-02-18 19:15:00
26841,2021-04-09 14:00:00
26841,2021-05-12 19:00:00
26841,2021-05-31 20:00:00
26841,2021-03-05 05:45:00
26841,2021-05-11 18:00:00
26841,2021-10-27 01:15:00
26841,2021-06-26 04:30:00
26841,2021-07-28 06:00:00
26841,2021-03-17 00:00:00
26841,2021-04-25 18:15:00
26841,2021-10-24 18:00:00
26841,2021-02-04 03:15:00
26841,2021-07-06 14:45:00
26841,2021-03-08 03:30:00
26841,2021-09-18 14:00:00
26841,2021-06-24 05:00:00
26841,2021-02-15 18:45:00
26841,2021-06-14 23:30:00
26841,2021-07-09 14:00:00
26841,2021-12-09 00:30:00
6665,2021-01-22 23:15:00
6665,2021-04-29 17:15:00
6665,2021-05-31 21:30:00
6665,2021-06-01 04:15:00
6665,2021-05-25 00:15:00
6665,2021-02-05 13:15:00
6665,2021-09-09 16:15:00
6665,2021-02-09 08:00:00
6665,2021-11-26 10:15:00
6665,2021-06-17 16:00:00
6665,2021-05-10 14:45:00
6665,2021-11-26 10:00:00
6665,2021-05-19 06:15:00
6665,2021-09-08 15:45:00
6665,2021-07-07 19:15:00
6665,2021-08-14 00:30:00
6665,2021-10-22 06:45:00
6665,2021-02-21 11:00:00
6665,2021-08-13 17:30:00
6665,2021-07-21 10:45:00
6665,2021-08-16 17:15:00
6665,2021-12-15 15:15:00
6665,2021-08-20 04:00:00
6665,2021-11-10 19:45:00
6665,2021-05-15 18:15:00
6665,2021-05-05 16:00:00
6665,2021-04-02 22:45:00
6665,2021-04-20 10:15:00
6665,2021-11-28 14:30:00
6665,2021-09-20 21:30:00
6665,2021-05-11 18:00:00
6665,2021-05-06 08:15:00
6665,2021-12-29 08:15:00
6665,2021-01-12 02:15:00
6665,2021-04-02 00:15:00
6665,2021-11-01 05:45:00
6665,2021-02-13 00:45:00
6665,2021-09-06 08:00:00
6665,2021-02-18 08:30:00
6665,2021-09-10 11:45:00
6665,2021-09-08 00:30:00
6665,2021-08-12 14:00:00
6665,2021-12-31 23:15:00
6665,2021-05-20 15:15:00
6665,2021-03-13 19:30:00
6665,2021-08-19 17:45:00
6665,2021-07-27 02:15:00
6665,2021-01-12 20:30:00
6665,2021-05-31 01:15:00
6665,2021-06-22 12:00:00
4045,2021-07-12 11:00:00
4045,2021-09-26 01:45:00
4045,2021-03-14 02:15:00
4045,2021-02-14 09:00:00
4045,2021-04-27 10:30:00
4045,2021-06-10 10:00:00
4045,2021-09-04 21:45:00
4045,2021-11-02 10:00:00
4045,2021-03-23 10:15:00
4045,2021-01-30 05:30:00
4045,2021-03-19 22:15:00
4045,2021-06-27 19:30:00
4045,2021-07-05 22:00:00
4045,2021-01-14 00:15:00
4045,2021-10-21 07:00:00
4045,2021-12-22 04:15:00
4045,2021-10-01 01:30:00
4045,2021-04-06 13:15:00
4045,2021-11-14 09:45:00
4045,2021-08-24 05:00:00
4045,2021-05-05 13:45:00
4045,2021-01-09 10:00:00
4045,2021-11-23 11:45:00
4045,2021-09-01 07:00:00
4045,2021-03-30 12:30:00
4045,2021-01-29 15:15:00
4045,2021-07-17 06:00:00
4045,2021-01-07 15:00:00
4045,2021-08-05 13:30:00
4045,2021-09-08 16:00:00
4045,2021-02-23 20:15:00
4045,2021-11-11 01:15:00
4045,2021-04-08 23:15:00
4045,2021-12-11 05:00:00
4045,2021-10-28 20:15:00
4045,2021-06-07 06:00:00
4045,2021-04-17 11:15:00
4045,2021-12-01 13:15:00
4045,2021-06-29 04:30:00
4045,2021-05-30 13:30:00
4045,2021-08-13 23:15:00
4045,2021-04-29 16:45:00
4045,2021-10-19 11:00:00
4045,2021-11-26 15:45:00
4045,2021-11-06 08:00:00
4045,2021-01-20 01:45:00
4045,2021-03-31 12:15:00
4045,2021-08-26 13:30:00
4045,2021-04-03 22:15:00
4045,2021-05-24 02:45:00
26846,2021-07-24 03:15:00
26846,2021-05-17 15:30:00
26846,2021-10-23 06:45:00
26846,2021-08-21 22:15:00
26846,2021-02-06 03:45:00
26846,2021-11-21 15:15:00
26846,2021-09-09 15:30:00
26846,2021-09-29 17:30:00
26846,2021-01-12 09:45:00
26846,2021-07-18 03:15:00
26846,2021-10-24 07:30:00
26846,2021-03-05 05:15:00
26846,2021-04-24 08:15:00
26846,2021-02-03 18:30:00
26846,2021-06-22 15:15:00
26846,2021-05-23 08:00:00
26846,2021-08-08 20:15:00
26846,2021-08-12 23:15:00
26846,2021-12-22 02:30:00
26846,2021-10-29 10:00:00
26846,2021-12-30 10:15:00
26846,2021-05-13 09:15:00
26846,2021-03-08 06:30:00
26846,2021-10-14 05:15:00
26846,2021-07-01 06:00:00
26846,2021-08-05 05:30:00
26846,2021-08-04 02:30:00
26846,2021-01-31 12:30:00
26846,2021-04-01 10:30:00
26846,2021-09-30 17:00:00
26846,2021-12-12 01:45:00
26846,2021-08-13 15:15:00
26846,2021-10-23 08:30:00
26846,2021-03-07 15:15:00
26846,2021-04-22 08:30:00
26846,2021-07-24 02:00:00
26846,2021-04-19 06:30:00
26846,2021-08-14 20:15:00
26846,2021-02-23 03:15:00
26846,2021-12-01 07:30:00
26846,2021-06-03 04:15:00
26846,2021-11-26 17:00:00
26846,2021-03-25 04:45:00
26846,2021-08-21 13:00:00
26846,2021-01-23 15:45:00
26846,2021-09-14 14:00:00
26846,2021-01-14 21:00:00
26846,2021-07-31 02:15:00
26846,2021-03-13 22:15:00
26846,2021-12-31 09:30:00
6494,2021-07-22 20:00:00
6494,2021-07-24 14:15:00
6494,2021-01-07 23:30:00
6494,2021-12-23 07:45:00
6494,2021-05-02 03:15:00
6494,2021-07-27 15:15:00
6494,2021-06-17 01:30:00
6494,2021-10-24 02:15:00
6494,2021-03-18 10:45:00
6494,2021-04-08 14:45:00
6494,2021-06-19 12:30:00
6494,2021-07-05 14:30:00
6494,2021-03-27 16:15:00
6494,2021-08-16 09:30:00
6494,2021-09-15 04:45:00
6494,2021-03-19 18:30:00
6494,2021-01-18 13:15:00
6494,2021-10-22 22:30:00
6494,2021-01-29 03:30:00
6494,2021-02-24 09:00:00
6494,2021-12-18 11:30:00
6494,2021-02-11 16:15:00
6494,2021-11-07 04:15:00
6494,2021-05-20 06:30:00
6494,2021-11-15 02:00:00
6494,2021-11-17 01:45:00
6494,2021-02-08 23:00:00
6494,2021-10-29 11:30:00
6494,2021-02-17 06:45:00
6494,2021-03-17 08:30:00
6494,2021-02-23 17:15:00
6494,2021-03-24 22:15:00
6494,2021-06-21 14:00:00
6494,2021-05-10 07:00:00
6494,2021-06-29 16:15:00
6494,2021-06-28 20:45:00
6494,2021-08-21 11:30:00
6494,2021-09-21 22:00:00
6494,2021-12-21 16:15:00
6494,2021-11-01 16:15:00
6494,2021-07-05 09:30:00
6494,2021-12-17 15:00:00
6494,2021-09-21 10:45:00
6494,2021-07-06 19:45:00
6494,2021-07-30 14:45:00
6494,2021-12-19 13:15:00
6494,2021-12-18 21:15:00
6494,2021-09-26 02:15:00
6494,2021-12-30 21:45:00
6494,2021-10-15 22:30:00
7834,2021-01-24 22:45:00
7834,2021-04-19 13:15:00
7834,2021-01-12 21:45:00
7834,2021-12-14 12:30:00
7834,2021-02-15 18:30:00
7834,2021-10-14 20:45:00
7834,2021-10-12 07:15:00
7834,2021-11-01 17:00:00
7834,2021-11-24 23:45:00
7834,2021-02-10 20:00:00
7834,2021-10-11 16:45:00
7834,2021-07-29 17:30:00
7834,2021-06-11 18:45:00
7834,2021-02-15 16:15:00
7834,2021-04-18 21:00:00
7834,2021-04-06 09:30:00
7834,2021-05-01 12:45:00
7834,2021-02-20 12:45:00
7834,2021-12-10 15:15:00
7834,2021-05-22 10:15:00
7834,2021-08-25 22:00:00
7834,2021-12-01 07:15:00
7834,2021-07-02 22:15:00
7834,2021-11-12 06:15:00
7834,2021-04-23 14:45:00
7834,2021-05-26 19:15:00
7834,2021-03-24 02:15:00
7834,2021-03-15 09:30:00
7834,2021-05-24 15:30:00
7834,2021-01-01 23:00:00
7834,2021-06-01 05:00:00
7834,2021-07-28 18:45:00
7834,2021-10-05 22:15:00
7834,2021-07-11 02:00:00
7834,2021-11-25 12:30:00
7834,2021-09-30 15:45:00
7834,2021-11-22 11:30:00
7834,2021-12-11 19:30:00
7834,2021-06-16 03:45:00
7834,2021-01-03 03:00:00
7834,2021-02-11 14:45:00
7834,2021-08-21 06:30:00
7834,2021-04-13 20:45:00
7834,2021-10-14 23:00:00
7834,2021-03-13 17:45:00
7834,2021-08-12 13:30:00
7834,2021-09-21 08:30:00
7834,2021-11-22 01:15:00
7834,2021-02-22 04:00:00
7834,2021-03-21 10:45:00
3543,2021-11-27 06:45:00
3543,2021-11-19 22:00:00
3543,2021-01-25 11:15:00
3543,2021-12-14 23:00:00
3543,2021-01-10 11:45:00
3543,2021-12-23 00:30:00
3543,2021-12-10 01:30:00
3543,2021-11-21 02:45:00
3543,2021-02-07 15:00:00
3543,2021-05-07 15:15:00
3543,2021-05-20 10:00:00
3543,2021-05-08 14:30:00
3543,2021-08-20 21:45:00
3543,2021-03-13 01:15:00
3543,2021-01-05 18:15:00
3543,2021-08-27 11:45:00
3543,2021-10-28 22:30:00
3543,2021-07-20 15:00:00
3543,2021-11-14 19:00:00
3543,2021-06-01 03:15:00
3543,2021-10-15 18:45:00
3543,2021-08-14 00:45:00
3543,2021-03-20 21:30:00
3543,2021-08-19 01:00:00
3543,2021-01-28 12:00:00
3543,2021-01-14 20:30:00
3543,2021-11-20 10:30:00
3543,2021-09-08 02:30:00
3543,2021-01-12 09:00:00
3543,2021-10-17 00:45:00
3543,2021-02-19 19:45:00
3543,2021-01-11 11:30:00
3543,2021-09-08 18:15:00
3543,2021-11-14 18:45:00
3543,2021-10-17 07:45:00
3543,2021-06-29 09:45:00
3543,2021-01-20 22:30:00
3543,2021-07-22 02:30:00
3543,2021-09-08 02:15:00
3543,2021-05-25 10:00:00
3543,2021-05-16 13:45:00
3543,2021-06-29 06:30:00
3543,2021-04-29 15:15:00
3543,2021-04-28 06:15:00
3543,2021-08-18 13:45:00
3543,2021-12-25 17:30:00
3543,2021-10-05 22:30:00
3543,2021-09-19 23:45:00
3543,2021-11-02 18:45:00
3543,2021-06-11 23:15:00
7093,2021-09-09 14:30:00
7093,2021-08-04 19:30:00
7093,2021-08-04 06:00:00
7093,2021-09-12 22:15:00
7093,2021-10-15 03:15:00
7093,2021-03-01 13:45:00
7093,2021-11-11 20:30:00
7093,2021-08-05 08:30:00
7093,2021-07-28 10:30:00
7093,2021-03-07 23:45:00
7093,2021-07-24 06:30:00
7093,2021-07-06 17:45:00
7093,2021-01-04 20:15:00
7093,2021-10-22 01:15:00
7093,2021-08-06 13:30:00
7093,2021-12-19 21:45:00
7093,2021-03-06 16:45:00
7093,2021-04-12 11:45:00
7093,2021-05-16 14:45:00
7093,2021-05-06 13:45:00
7093,2021-09-17 19:00:00
7093,2021-05-13 06:45:00
7093,2021-08-06 00:00:00
7093,2021-05-14 01:15:00
7093,2021-12-17 01:30:00
7093,2021-06-26 20:45:00
7093,2021-08-15 13:15:00
7093,2021-04-05 03:00:00
7093,2021-03-13 16:15:00
7093,2021-07-08 16:45:00
7093,2021-07-28 08:30:00
7093,2021-10-18 18:00:00
7093,2021-10-02 15:45:00
7093,2021-05-04 18:00:00
7093,2021-09-23 15:30:00
7093,2021-05-12 10:00:00
7093,2021-12-29 02:30:00
7093,2021-06-23 13:30:00
7093,2021-05-06 04:45:00
7093,2021-03-11 14:00:00
7093,2021-01-15 15:00:00
7093,2021-10-20 22:00:00
7093,2021-11-05 18:15:00
7093,2021-07-26 08:15:00
7093,2021-04-17 06:15:00
7093,2021-05-07 04:45:00
7093,2021-01-21 07:15:00
7093,2021-01-27 22:00:00
7093,2021-10-15 18:00:00
7093,2021-07-27 03:15:00
3864,2021-02-20 18:45:00
3864,2021-08-18 10:30:00
3864,2021-04-19 20:30:00
3864,2021-07-18 01:00:00
3864,2021-01-16 21:30:00
3864,2021-09-10 19:00:00
3864,2021-06-03 22:15:00
3864,2021-04-22 05:45:00
3864,2021-03-10 08:30:00
3864,2021-07-15 08:45:00
3864,2021-09-08 21:45:00
3864,2021-11-19 12:00:00
3864,2021-10-08 22:30:00
3864,2021-05-12 16:00:00
3864,2021-10-22 02:15:00
3864,2021-07-24 10:15:00
3864,2021-10-27 22:15:00
3864,2021-07-09 06:30:00
3864,2021-03-22 05:15:00
3864,2021-06-11 19:00:00
3864,2021-12-11 20:30:00
3864,2021-12-10 00:15:00
3864,2021-07-30 13:45:00
3864,2021-05-19 06:30:00
3864,2021-09-01 15:00:00
3864,2021-07-10 11:00:00
3864,2021-06-02 10:30:00
3864,2021-12-03 00:00:00
3864,2021-06-20 14:15:00
3864,2021-01-04 21:00:00
3864,2021-07-20 21:30:00
3864,2021-11-05 23:45:00
3864,2021-11-17 15:30:00
3864,2021-09-20 17:15:00
3864,2021-08-21 19:00:00
3864,2021-01-18 12:45:00
3864,2021-07-04 13:45:00
3864,2021-11-14 02:00:00
3864,2021-06-12 00:45:00
3864,2021-09-29 15:30:00
3864,2021-12-18 22:30:00
3864,2021-03-26 11:15:00
3864,2021-09-20 21:45:00
3864,2021-02-23 11:45:00
3864,2021-01-14 04:45:00
3864,2021-03-14 12:45:00
3864,2021-10-16 12:45:00
3864,2021-05-25 21:30:00
3864,2021-06-12 15:15:00
3864,2021-07-07 09:15:00
8412,2021-12-21 23:45:00
8412,2021-10-20 08:30:00
8412,2021-08-30 12:30:00
8412,2021-08-12 09:15:00
8412,2021-04-16 02:00:00
8412,2021-11-05 14:00:00
8412,2021-09-26 13:45:00
8412,2021-09-14 08:45:00
8412,2021-12-03 02:00:00
8412,2021-01-30 09:45:00
8412,2021-01-31 22:30:00
8412,2021-06-08 06:00:00
8412,2021-01-07 21:15:00
8412,2021-04-23 19:15:00
8412,2021-01-11 05:00:00
8412,2021-07-25 19:00:00
8412,2021-09-02 14:45:00
8412,2021-08-04 15:30:00
8412,2021-01-24 21:15:00
8412,2021-10-18 18:30:00
8412,2021-03-05 03:15:00
8412,2021-10-19 06:00:00
8412,2021-03-01 01:45:00
8412,2021-06-09 00:00:00
8412,2021-04-15 16:00:00
8412,2021-04-07 18:00:00
8412,2021-08-10 01:30:00
8412,2021-12-14 18:00:00
8412,2021-03-26 14:00:00
8412,2021-05-10 09:30:00
8412,2021-01-30 02:45:00
8412,2021-07-31 19:00:00
8412,2021-02-10 03:15:00
8412,2021-10-23 10:00:00
8412,2021-09-28 04:30:00
8412,2021-03-22 14:45:00
8412,2021-12-14 21:30:00
8412,2021-06-21 05:15:00
8412,2021-06-22 05:45:00
8412,2021-03-24 12:00:00
8412,2021-08-15 21:00:00
8412,2021-11-08 16:30:00
8412,2021-02-06 17:15:00
8412,2021-11-25 10:00:00
8412,2021-05-26 08:00:00
8412,2021-04-09 20:00:00
8412,2021-07-10 23:30:00
8412,2021-05-09 13:15:00
8412,2021-06-21 17:45:00
8412,2021-05-14 10:00:00
3454,2021-04-28 08:30:00
3454,2021-08-08 07:30:00
3454,2021-06-15 01:00:00
3454,2021-08-18 07:15:00
3454,2021-05-30 22:30:00
3454,2021-02-21 15:15:00
3454,2021-10-30 01:30:00
3454,2021-10-24 09:30:00
3454,2021-12-13 10:30:00
3454,2021-03-02 09:30:00
3454,2021-04-24 00:15:00
3454,2021-11-15 23:45:00
3454,2021-09-22 02:00:00
3454,2021-07-21 15:30:00
3454,2021-12-24 21:00:00
3454,2021-07-29 17:45:00
3454,2021-03-18 13:00:00
3454,2021-03-30 22:45:00
3454,2021-12-16 11:30:00
3454,2021-10-10 15:00:00
3454,2021-12-17 06:45:00
3454,2021-01-14 11:15:00
3454,2021-07-17 18:00:00
3454,2021-10-31 03:30:00
3454,2021-12-03 19:45:00
3454,2021-11-17 13:15:00
3454,2021-07-29 17:00:00
3454,2021-08-21 14:15:00
3454,2021-10-11 12:15:00
3454,2021-01-04 06:15:00
3454,2021-11-06 23:15:00
3454,2021-05-21 18:00:00
3454,2021-01-15 02:15:00
3454,2021-06-03 16:00:00
3454,2021-12-04 12:45:00
3454,2021-09-08 18:45:00
3454,2021-12-31 10:00:00
3454,2021-09-01 06:45:00
3454,2021-05-26 22:00:00
3454,2021-02-26 22:45:00
3454,2021-10-08 22:00:00
3454,2021-09-07 08:15:00
3454,2021-07-22 00:30:00
3454,2021-01-10 04:30:00
3454,2021-05-01 08:45:00
3454,2021-09-14 09:45:00
3454,2021-05-27 04:30:00
3454,2021-09-21 01:45:00
3454,2021-12-27 17:45:00
3454,2021-05-16 00:00:00
9765,2021-04-08 05:30:00
9765,2021-04-28 00:45:00
9765,2021-03-19 20:45:00
9765,2021-01-16 04:00:00
9765,2021-08-25 12:45:00
9765,2021-02-28 18:15:00
9765,2021-10-11 03:45:00
9765,2021-10-25 11:30:00
9765,2021-10-28 04:00:00
9765,2021-10-15 06:00:00
9765,2021-01-28 23:45:00
9765,2021-12-10 14:00:00
9765,2021-02-27 08:45:00
9765,2021-08-24 06:00:00
9765,2021-12-12 08:30:00
9765,2021-01-16 11:15:00
9765,2021-01-02 19:00:00
9765,2021-02-12 06:45:00
9765,2021-01-26 13:00:00
9765,2021-10-18 18:00:00
9765,2021-06-07 10:00:00
9765,2021-09-23 13:00:00
9765,2021-10-21 13:15:00
